instance,solver,metric
70,NaiveGreedyGraphColoringHeuristic,4
70,MultiStartGreedyGraphColoringHeuristic,4
70,DSATUR,4
71,NaiveGreedyGraphColoringHeuristic,4
71,MultiStartGreedyGraphColoringHeuristic,4
71,DSATUR,4
72,NaiveGreedyGraphColoringHeuristic,4
72,MultiStartGreedyGraphColoringHeuristic,4
72,DSATUR,3
73,NaiveGreedyGraphColoringHeuristic,4
73,MultiStartGreedyGraphColoringHeuristic,4
73,DSATUR,4
74,NaiveGreedyGraphColoringHeuristic,4
74,MultiStartGreedyGraphColoringHeuristic,4
74,DSATUR,3
75,NaiveGreedyGraphColoringHeuristic,4
75,MultiStartGreedyGraphColoringHeuristic,4
75,DSATUR,3
76,NaiveGreedyGraphColoringHeuristic,4
76,MultiStartGreedyGraphColoringHeuristic,4
76,DSATUR,4
77,NaiveGreedyGraphColoringHeuristic,4
77,MultiStartGreedyGraphColoringHeuristic,4
77,DSATUR,4
78,NaiveGreedyGraphColoringHeuristic,4
78,MultiStartGreedyGraphColoringHeuristic,4
78,DSATUR,3
79,NaiveGreedyGraphColoringHeuristic,4
79,MultiStartGreedyGraphColoringHeuristic,4
79,DSATUR,4
80,NaiveGreedyGraphColoringHeuristic,4
80,MultiStartGreedyGraphColoringHeuristic,4
80,DSATUR,4
81,NaiveGreedyGraphColoringHeuristic,4
81,MultiStartGreedyGraphColoringHeuristic,4
81,DSATUR,4
82,NaiveGreedyGraphColoringHeuristic,4
82,MultiStartGreedyGraphColoringHeuristic,4
82,DSATUR,4
83,NaiveGreedyGraphColoringHeuristic,4
83,MultiStartGreedyGraphColoringHeuristic,4
83,DSATUR,4
84,NaiveGreedyGraphColoringHeuristic,4
84,MultiStartGreedyGraphColoringHeuristic,4
84,DSATUR,4
85,NaiveGreedyGraphColoringHeuristic,4
85,MultiStartGreedyGraphColoringHeuristic,4
85,DSATUR,4
86,NaiveGreedyGraphColoringHeuristic,4
86,MultiStartGreedyGraphColoringHeuristic,4
86,DSATUR,4
87,NaiveGreedyGraphColoringHeuristic,4
87,MultiStartGreedyGraphColoringHeuristic,4
87,DSATUR,3
88,NaiveGreedyGraphColoringHeuristic,4
88,MultiStartGreedyGraphColoringHeuristic,4
88,DSATUR,4
89,NaiveGreedyGraphColoringHeuristic,4
89,MultiStartGreedyGraphColoringHeuristic,4
89,DSATUR,4
90,NaiveGreedyGraphColoringHeuristic,4
90,MultiStartGreedyGraphColoringHeuristic,4
90,DSATUR,3
91,NaiveGreedyGraphColoringHeuristic,4
91,MultiStartGreedyGraphColoringHeuristic,4
91,DSATUR,3
92,NaiveGreedyGraphColoringHeuristic,4
92,MultiStartGreedyGraphColoringHeuristic,4
92,DSATUR,3
93,NaiveGreedyGraphColoringHeuristic,4
93,MultiStartGreedyGraphColoringHeuristic,4
93,DSATUR,4
94,NaiveGreedyGraphColoringHeuristic,4
94,MultiStartGreedyGraphColoringHeuristic,4
94,DSATUR,3
95,NaiveGreedyGraphColoringHeuristic,4
95,MultiStartGreedyGraphColoringHeuristic,4
95,DSATUR,3
96,NaiveGreedyGraphColoringHeuristic,4
96,MultiStartGreedyGraphColoringHeuristic,4
96,DSATUR,3
97,NaiveGreedyGraphColoringHeuristic,4
97,MultiStartGreedyGraphColoringHeuristic,4
97,DSATUR,3
98,NaiveGreedyGraphColoringHeuristic,4
98,MultiStartGreedyGraphColoringHeuristic,4
98,DSATUR,3
99,NaiveGreedyGraphColoringHeuristic,4
99,MultiStartGreedyGraphColoringHeuristic,4
99,DSATUR,3
100,NaiveGreedyGraphColoringHeuristic,4
100,MultiStartGreedyGraphColoringHeuristic,4
100,DSATUR,3
