instance,solver,metric
barabasi_albert_8,ASSILPSolverGurobi Preprocessed,23
barabasi_albert_8,ASS_S_ILPSolverGurobi Preprocessed,23
barabasi_albert_8,REPILPSolverGurobi Preprocessed,24
barabasi_albert_8,NotEqualSolver Preprocessed,23
barabasi_albert_8,AllDifferentSolver Preprocessed,23
barabasi_albert_8,PYSATSolver Preprocessed,23
barabasi_albert_9,ASSILPSolverCPSat Preprocessed,21
barabasi_albert_9,ASS_S_ILPSolverCPSat Preprocessed,21
barabasi_albert_9,REPILPSolverCPSat Preprocessed,21
barabasi_albert_9,ASSILPSolverGurobi Preprocessed,21
barabasi_albert_9,ASS_S_ILPSolverGurobi Preprocessed,21
barabasi_albert_9,REPILPSolverGurobi Preprocessed,23
barabasi_albert_9,NotEqualSolver Preprocessed,21
barabasi_albert_9,AllDifferentSolver Preprocessed,21
barabasi_albert_9,PYSATSolver Preprocessed,21
barabasi_albert_10,ASSILPSolverCPSat Preprocessed,22
barabasi_albert_10,ASS_S_ILPSolverCPSat Preprocessed,22
barabasi_albert_10,REPILPSolverCPSat Preprocessed,23
barabasi_albert_10,ASSILPSolverGurobi Preprocessed,22
barabasi_albert_10,ASS_S_ILPSolverGurobi Preprocessed,22
barabasi_albert_10,REPILPSolverGurobi Preprocessed,22
barabasi_albert_10,NotEqualSolver Preprocessed,22
barabasi_albert_10,AllDifferentSolver Preprocessed,22
barabasi_albert_10,PYSATSolver Preprocessed,22
barabasi_albert_1,NaiveGreedyGraphColoringHeuristic,32
barabasi_albert_1,MultiStartGreedyGraphColoringHeuristic,30
barabasi_albert_1,DSATUR,24
barabasi_albert_2,NaiveGreedyGraphColoringHeuristic,32
barabasi_albert_2,MultiStartGreedyGraphColoringHeuristic,28
barabasi_albert_2,DSATUR,23
barabasi_albert_3,NaiveGreedyGraphColoringHeuristic,31
barabasi_albert_3,MultiStartGreedyGraphColoringHeuristic,31
barabasi_albert_3,DSATUR,25
barabasi_albert_4,NaiveGreedyGraphColoringHeuristic,29
barabasi_albert_4,MultiStartGreedyGraphColoringHeuristic,30
barabasi_albert_4,DSATUR,23
barabasi_albert_5,NaiveGreedyGraphColoringHeuristic,31
barabasi_albert_5,MultiStartGreedyGraphColoringHeuristic,28
barabasi_albert_5,DSATUR,22
barabasi_albert_6,NaiveGreedyGraphColoringHeuristic,30
barabasi_albert_6,MultiStartGreedyGraphColoringHeuristic,30
barabasi_albert_6,DSATUR,22
barabasi_albert_7,NaiveGreedyGraphColoringHeuristic,32
barabasi_albert_7,MultiStartGreedyGraphColoringHeuristic,31
barabasi_albert_7,DSATUR,23
barabasi_albert_8,NaiveGreedyGraphColoringHeuristic,31
barabasi_albert_8,MultiStartGreedyGraphColoringHeuristic,29
barabasi_albert_8,DSATUR,23
barabasi_albert_9,NaiveGreedyGraphColoringHeuristic,32
barabasi_albert_9,MultiStartGreedyGraphColoringHeuristic,28
barabasi_albert_9,DSATUR,22
barabasi_albert_10,NaiveGreedyGraphColoringHeuristic,30
barabasi_albert_10,MultiStartGreedyGraphColoringHeuristic,29
barabasi_albert_10,DSATUR,22
